variable,label
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(0.0)---ROMIDEPSIN(0.01),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(0.0)---SN-38(0.01),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(0.0)---TRIETHYLENEMELAMINE(0.5),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(0.0)---ZOLINZA(1.0),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(0.2)---ADM HYDROCHLORIDE(0.5),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(0.2)---AZACYTIDINE(3.0),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(0.2)---BORTEZOMIB(0.3),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(0.2)---ELOXATIN (TN) (SANOFI SYNTHELAB)(5.0),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(0.2)---GEMZAR (LILLY)(0.01),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(0.2)---IXABEPILONE(0.03),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(0.2)---MECHLORETHAMINE HYDROCHLORIDE(5.0),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(0.2)---MITOMYCINE(0.5),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(0.2)---NSC-127716(0.3),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(0.2)---PACLITAXEL(0.3),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(0.2)---PIPOBROMAN(30.0),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(0.2)---QUINACRINE HYDROCHLORIDE(3.0),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(0.2)---ROMIDEPSIN(0.01),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(0.2)---SN-38(0.01),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(0.2)---TRIETHYLENEMELAMINE(0.5),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(0.2)---ZOLINZA(1.0),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(2.0)---ADM HYDROCHLORIDE(0.5),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(2.0)---AZACYTIDINE(3.0),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(2.0)---BORTEZOMIB(0.3),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(2.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(5.0),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(2.0)---EMCYT (PHARMACIA)(100.0),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(2.0)---GEMZAR (LILLY)(0.001),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(2.0)---GEMZAR (LILLY)(0.01),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(2.0)---IXABEPILONE(0.03),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(2.0)---MECHLORETHAMINE HYDROCHLORIDE(5.0),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(2.0)---MITOMYCINE(0.5),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(2.0)---PACLITAXEL(0.3),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(2.0)---PIPOBROMAN(30.0),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(2.0)---QUINACRINE HYDROCHLORIDE(3.0),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(2.0)---ROMIDEPSIN(0.01),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(2.0)---SN-38(0.01),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(2.0)---TRIETHYLENEMELAMINE(0.5),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(2.0)---ZOLINZA(1.0),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(20.0)---ADM HYDROCHLORIDE(0.5),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(20.0)---AMINOLEVULINIC ACID HYDROCHLORIDE(100.0),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(20.0)---AZACYTIDINE(3.0),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(20.0)---BORTEZOMIB(0.3),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(20.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(5.0),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(20.0)---EMCYT (PHARMACIA)(100.0),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(20.0)---GEMZAR (LILLY)(0.0),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(20.0)---GEMZAR (LILLY)(0.0001),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(20.0)---GEMZAR (LILLY)(0.001),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(20.0)---GEMZAR (LILLY)(0.01),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(20.0)---IXABEPILONE(0.03),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(20.0)---MECHLORETHAMINE HYDROCHLORIDE(5.0),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(20.0)---MITOMYCINE(0.5),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(20.0)---NSC-127716(0.3),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(20.0)---PACLITAXEL(0.3),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(20.0)---PIPOBROMAN(30.0),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(20.0)---QUINACRINE HYDROCHLORIDE(3.0),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(20.0)---ROMIDEPSIN(0.01),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(20.0)---SN-38(0.01),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(20.0)---TRIETHYLENEMELAMINE(0.5),3
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE(20.0)---ZOLINZA(1.0),3
34793-34-5(0.0)---ANTIBIOTIC AD 32(2.0),3
34793-34-5(0.0)---AZACYTIDINE(3.0),3
34793-34-5(0.0)---BLEOMYCIN(1.0),3
34793-34-5(0.0)---BORTEZOMIB(0.3),3
34793-34-5(0.0)---CISPLATINO(2.0),3
34793-34-5(0.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(5.0),3
34793-34-5(0.0)---GEMZAR (LILLY)(0.01),3
34793-34-5(0.0)---MITOMYCINE(0.5),3
34793-34-5(0.0)---PACLITAXEL(0.3),3
34793-34-5(0.0)---QUINACRINE HYDROCHLORIDE(3.0),3
34793-34-5(0.0)---SN-38(0.01),3
34793-34-5(0.0)---TOPOTECAN HYDROCHLORIDE(0.1),3
34793-34-5(0.0)---TRIETHYLENEMELAMINE(5.0),3
34793-34-5(0.2)---ANTIBIOTIC AD 32(2.0),3
34793-34-5(0.2)---AZACYTIDINE(3.0),3
34793-34-5(0.2)---BLEOMYCIN(1.0),3
34793-34-5(0.2)---BORTEZOMIB(0.3),3
34793-34-5(0.2)---CISPLATINO(2.0),3
34793-34-5(0.2)---ELOXATIN (TN) (SANOFI SYNTHELAB)(5.0),3
34793-34-5(0.2)---GEMZAR (LILLY)(0.01),3
34793-34-5(0.2)---MITOMYCINE(0.5),3
34793-34-5(0.2)---PACLITAXEL(0.3),3
34793-34-5(0.2)---QUINACRINE HYDROCHLORIDE(3.0),3
34793-34-5(0.2)---SN-38(0.01),3
34793-34-5(0.2)---TOPOTECAN HYDROCHLORIDE(0.1),3
34793-34-5(0.2)---TRIETHYLENEMELAMINE(5.0),3
34793-34-5(2.0)---ANTIBIOTIC AD 32(0.2),3
34793-34-5(2.0)---ANTIBIOTIC AD 32(2.0),3
34793-34-5(2.0)---AZACYTIDINE(3.0),3
34793-34-5(2.0)---BLEOMYCIN(1.0),3
34793-34-5(2.0)---BORTEZOMIB(0.3),3
34793-34-5(2.0)---CARMUSTINE(20.0),3
34793-34-5(2.0)---CISPLATINO(2.0),3
34793-34-5(2.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(0.0),3
34793-34-5(2.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(0.05),3
34793-34-5(2.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(0.5),3
34793-34-5(2.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(5.0),3
34793-34-5(2.0)---FULVESTRANT(0.04),3
34793-34-5(2.0)---FULVESTRANT(0.4),3
34793-34-5(2.0)---FULVESTRANT(4.0),3
34793-34-5(2.0)---GEMZAR (LILLY)(0.01),3
34793-34-5(2.0)---MITOMYCINE(0.5),3
34793-34-5(2.0)---NSC 85998(10.0),3
34793-34-5(2.0)---PACLITAXEL(0.3),3
34793-34-5(2.0)---QUINACRINE HYDROCHLORIDE(3.0),3
34793-34-5(2.0)---SN-38(0.001),3
34793-34-5(2.0)---SN-38(0.01),3
34793-34-5(2.0)---TOPOTECAN HYDROCHLORIDE(0.1),3
34793-34-5(2.0)---TRIETHYLENEMELAMINE(5.0),3
34793-34-5(20.0)---ANASTROZOLE(0.0),3
34793-34-5(20.0)---ANASTROZOLE(0.001),3
34793-34-5(20.0)---ANASTROZOLE(0.01),3
34793-34-5(20.0)---ANASTROZOLE(0.1),3
34793-34-5(20.0)---ANTIBIOTIC AD 32(0.0),3
34793-34-5(20.0)---ANTIBIOTIC AD 32(0.2),3
34793-34-5(20.0)---ANTIBIOTIC AD 32(2.0),3
34793-34-5(20.0)---AZACYTIDINE(3.0),3
34793-34-5(20.0)---BLEOMYCIN(1.0),3
34793-34-5(20.0)---BORTEZOMIB(0.3),3
34793-34-5(20.0)---CARMUSTINE(0.0),3
34793-34-5(20.0)---CARMUSTINE(0.2),3
34793-34-5(20.0)---CARMUSTINE(2.0),3
34793-34-5(20.0)---CARMUSTINE(20.0),3
34793-34-5(20.0)---CISPLATINO(2.0),3
34793-34-5(20.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(0.0),3
34793-34-5(20.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(0.05),3
34793-34-5(20.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(0.5),3
34793-34-5(20.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(5.0),3
34793-34-5(20.0)---FULVESTRANT(0.0),3
34793-34-5(20.0)---FULVESTRANT(0.04),3
34793-34-5(20.0)---FULVESTRANT(0.4),3
34793-34-5(20.0)---GEMZAR (LILLY)(0.01),3
34793-34-5(20.0)---MITOMYCINE(0.5),3
34793-34-5(20.0)---MITOTANE(0.0),3
34793-34-5(20.0)---MITOTANE(0.2),3
34793-34-5(20.0)---MITOTANE(2.0),3
34793-34-5(20.0)---MITOTANE(20.0),3
34793-34-5(20.0)---NSC 85998(0.0),3
34793-34-5(20.0)---NSC 85998(1.0),3
34793-34-5(20.0)---NSC 85998(10.0),3
34793-34-5(20.0)---NSC 85998(100.0),3
34793-34-5(20.0)---NSC-127716(0.3),3
34793-34-5(20.0)---PACLITAXEL(0.3),3
34793-34-5(20.0)---PRALATREXATE(0.0),3
34793-34-5(20.0)---PRALATREXATE(0.0006),3
34793-34-5(20.0)---QUINACRINE HYDROCHLORIDE(3.0),3
34793-34-5(20.0)---SN-38(0.001),3
34793-34-5(20.0)---SN-38(0.01),3
34793-34-5(20.0)---TOPOTECAN HYDROCHLORIDE(0.1),3
34793-34-5(20.0)---TRIETHYLENEMELAMINE(5.0),3
34793-34-5(20.0)---VINBLASTINE SULFATE(0.0),3
34793-34-5(20.0)---VINBLASTINE SULFATE(0.0003),3
34793-34-5(20.0)---VINBLASTINE SULFATE(0.003),3
34793-34-5(20.0)---VINBLASTINE SULFATE(0.03),3
5-FLUORO-2'-DEOXYURIDINE(0.0)---ADM HYDROCHLORIDE(0.5),3
5-FLUORO-2'-DEOXYURIDINE(0.0)---CHEMBL17639(1.0),3
5-FLUORO-2'-DEOXYURIDINE(0.0)---CYTARABINE HYDROCHLORIDE(0.1),3
5-FLUORO-2'-DEOXYURIDINE(0.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(0.5),3
5-FLUORO-2'-DEOXYURIDINE(0.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(5.0),3
5-FLUORO-2'-DEOXYURIDINE(0.0)---FLUDARABINE BASE(6.0),3
5-FLUORO-2'-DEOXYURIDINE(0.0)---IXABEPILONE(0.03),3
5-FLUORO-2'-DEOXYURIDINE(0.0)---IXABEPILONE(0.3),3
5-FLUORO-2'-DEOXYURIDINE(0.0)---MECHLORETHAMINE HYDROCHLORIDE(5.0),3
5-FLUORO-2'-DEOXYURIDINE(0.0)---MERCAPTOPURINE(2.0),3
5-FLUORO-2'-DEOXYURIDINE(0.0)---MITOMYCINE(0.5),3
5-FLUORO-2'-DEOXYURIDINE(0.0)---PACLITAXEL(0.3),3
5-FLUORO-2'-DEOXYURIDINE(0.0)---PIPOBROMAN(30.0),3
5-FLUORO-2'-DEOXYURIDINE(0.0)---PRALATREXATE(0.0006),3
5-FLUORO-2'-DEOXYURIDINE(0.0)---PRALATREXATE(6e-05),3
5-FLUORO-2'-DEOXYURIDINE(0.0)---SN-38(0.01),3
5-FLUORO-2'-DEOXYURIDINE(0.0)---TRIETHYLENEMELAMINE(0.5),3
5-FLUORO-2'-DEOXYURIDINE(0.0)---TRIETHYLENEMELAMINE(5.0),3
5-FLUORO-2'-DEOXYURIDINE(0.0)---VINCRISTINE SULFATE(0.1),3
5-FLUORO-2'-DEOXYURIDINE(0.0007)---ADM HYDROCHLORIDE(0.5),3
5-FLUORO-2'-DEOXYURIDINE(0.0007)---CHEMBL17639(1.0),3
5-FLUORO-2'-DEOXYURIDINE(0.0007)---CYTARABINE HYDROCHLORIDE(0.1),3
5-FLUORO-2'-DEOXYURIDINE(0.0007)---ELOXATIN (TN) (SANOFI SYNTHELAB)(0.5),3
5-FLUORO-2'-DEOXYURIDINE(0.0007)---ELOXATIN (TN) (SANOFI SYNTHELAB)(5.0),3
5-FLUORO-2'-DEOXYURIDINE(0.0007)---FLUDARABINE BASE(6.0),3
5-FLUORO-2'-DEOXYURIDINE(0.0007)---IXABEPILONE(0.03),3
5-FLUORO-2'-DEOXYURIDINE(0.0007)---IXABEPILONE(0.3),3
5-FLUORO-2'-DEOXYURIDINE(0.0007)---MECHLORETHAMINE HYDROCHLORIDE(0.5),3
5-FLUORO-2'-DEOXYURIDINE(0.0007)---MECHLORETHAMINE HYDROCHLORIDE(5.0),3
5-FLUORO-2'-DEOXYURIDINE(0.0007)---MERCAPTOPURINE(2.0),3
5-FLUORO-2'-DEOXYURIDINE(0.0007)---MITOMYCINE(0.5),3
5-FLUORO-2'-DEOXYURIDINE(0.0007)---NSC-127716(0.3),3
5-FLUORO-2'-DEOXYURIDINE(0.0007)---PACLITAXEL(0.3),3
5-FLUORO-2'-DEOXYURIDINE(0.0007)---PIPOBROMAN(30.0),3
5-FLUORO-2'-DEOXYURIDINE(0.0007)---PRALATREXATE(0.0006),3
5-FLUORO-2'-DEOXYURIDINE(0.0007)---PRALATREXATE(6e-05),3
5-FLUORO-2'-DEOXYURIDINE(0.0007)---SN-38(0.01),3
5-FLUORO-2'-DEOXYURIDINE(0.0007)---TOPOTECAN HYDROCHLORIDE(0.1),3
5-FLUORO-2'-DEOXYURIDINE(0.0007)---TRIETHYLENEMELAMINE(0.5),3
5-FLUORO-2'-DEOXYURIDINE(0.0007)---TRIETHYLENEMELAMINE(5.0),3
5-FLUORO-2'-DEOXYURIDINE(0.0007)---VINCRISTINE SULFATE(0.1),3
5-FLUORO-2'-DEOXYURIDINE(0.007)---ADM HYDROCHLORIDE(0.5),3
5-FLUORO-2'-DEOXYURIDINE(0.007)---AMINOLEVULINIC ACID HYDROCHLORIDE(100.0),3
5-FLUORO-2'-DEOXYURIDINE(0.007)---ANTIBIOTIC AD 32(0.0),3
5-FLUORO-2'-DEOXYURIDINE(0.007)---ANTIBIOTIC AD 32(0.2),3
5-FLUORO-2'-DEOXYURIDINE(0.007)---ANTIBIOTIC AD 32(2.0),3
5-FLUORO-2'-DEOXYURIDINE(0.007)---BUSULFAN(50.0),3
5-FLUORO-2'-DEOXYURIDINE(0.007)---CARBOPLATIN(0.2),3
5-FLUORO-2'-DEOXYURIDINE(0.007)---CHEMBL17639(1.0),3
5-FLUORO-2'-DEOXYURIDINE(0.007)---CHEMBL277800(0.1),3
5-FLUORO-2'-DEOXYURIDINE(0.007)---CYTARABINE HYDROCHLORIDE(0.0),3
5-FLUORO-2'-DEOXYURIDINE(0.007)---CYTARABINE HYDROCHLORIDE(0.01),3
5-FLUORO-2'-DEOXYURIDINE(0.007)---CYTARABINE HYDROCHLORIDE(0.1),3
5-FLUORO-2'-DEOXYURIDINE(0.007)---ELOXATIN (TN) (SANOFI SYNTHELAB)(0.5),3
5-FLUORO-2'-DEOXYURIDINE(0.007)---ELOXATIN (TN) (SANOFI SYNTHELAB)(5.0),3
5-FLUORO-2'-DEOXYURIDINE(0.007)---FLUDARABINE BASE(6.0),3
5-FLUORO-2'-DEOXYURIDINE(0.007)---IMATINIB(0.0),3
5-FLUORO-2'-DEOXYURIDINE(0.007)---IMATINIB(0.05),3
5-FLUORO-2'-DEOXYURIDINE(0.007)---IXABEPILONE(0.03),3
5-FLUORO-2'-DEOXYURIDINE(0.007)---IXABEPILONE(0.3),3
5-FLUORO-2'-DEOXYURIDINE(0.007)---MECHLORETHAMINE HYDROCHLORIDE(0.5),3
5-FLUORO-2'-DEOXYURIDINE(0.007)---MECHLORETHAMINE HYDROCHLORIDE(5.0),3
5-FLUORO-2'-DEOXYURIDINE(0.007)---MERCAPTOPURINE(2.0),3
5-FLUORO-2'-DEOXYURIDINE(0.007)---MITOMYCINE(0.5),3
5-FLUORO-2'-DEOXYURIDINE(0.007)---MITOTANE(0.2),3
5-FLUORO-2'-DEOXYURIDINE(0.007)---NSC-127716(0.03),3
5-FLUORO-2'-DEOXYURIDINE(0.007)---NSC-127716(0.3),3
5-FLUORO-2'-DEOXYURIDINE(0.007)---PACLITAXEL(0.3),3
5-FLUORO-2'-DEOXYURIDINE(0.007)---PIPOBROMAN(30.0),3
5-FLUORO-2'-DEOXYURIDINE(0.007)---PRALATREXATE(0.0006),3
5-FLUORO-2'-DEOXYURIDINE(0.007)---PRALATREXATE(6e-05),3
5-FLUORO-2'-DEOXYURIDINE(0.007)---SN-38(0.01),3
5-FLUORO-2'-DEOXYURIDINE(0.007)---TOPOTECAN HYDROCHLORIDE(0.1),3
5-FLUORO-2'-DEOXYURIDINE(0.007)---TRIETHYLENEMELAMINE(0.5),3
5-FLUORO-2'-DEOXYURIDINE(0.007)---TRIETHYLENEMELAMINE(5.0),3
5-FLUORO-2'-DEOXYURIDINE(0.007)---VINCRISTINE SULFATE(0.0),3
5-FLUORO-2'-DEOXYURIDINE(0.007)---VINCRISTINE SULFATE(0.001),3
5-FLUORO-2'-DEOXYURIDINE(0.007)---VINCRISTINE SULFATE(0.01),3
5-FLUORO-2'-DEOXYURIDINE(0.07)---34793-34-5(0.0),3
5-FLUORO-2'-DEOXYURIDINE(0.07)---34793-34-5(0.2),3
5-FLUORO-2'-DEOXYURIDINE(0.07)---34793-34-5(2.0),3
5-FLUORO-2'-DEOXYURIDINE(0.07)---34793-34-5(20.0),3
5-FLUORO-2'-DEOXYURIDINE(0.07)---ADM HYDROCHLORIDE(0.0),3
5-FLUORO-2'-DEOXYURIDINE(0.07)---ADM HYDROCHLORIDE(0.005),3
5-FLUORO-2'-DEOXYURIDINE(0.07)---ADM HYDROCHLORIDE(0.05),3
5-FLUORO-2'-DEOXYURIDINE(0.07)---ADM HYDROCHLORIDE(0.5),3
5-FLUORO-2'-DEOXYURIDINE(0.07)---ALLOPURINOL(0.0),3
5-FLUORO-2'-DEOXYURIDINE(0.07)---ALLOPURINOL(0.1),3
