variable,label
34793-34-5(2.0)---ANTIBIOTIC AD 32(20.0),2
34793-34-5(2.0)---ARSENIC TRIOXIDE(6.0),2
34793-34-5(2.0)---CISPLATINO(20.0),2
34793-34-5(2.0)---MECHLORETHAMINE HYDROCHLORIDE(5.0),2
34793-34-5(2.0)---ROMIDEPSIN(0.01),2
34793-34-5(20.0)---ANTIBIOTIC AD 32(20.0),2
34793-34-5(20.0)---ARSENIC TRIOXIDE(6.0),2
34793-34-5(20.0)---CISPLATINO(20.0),2
34793-34-5(20.0)---FULVESTRANT(4.0),2
34793-34-5(20.0)---MECHLORETHAMINE HYDROCHLORIDE(5.0),2
34793-34-5(20.0)---ROMIDEPSIN(0.01),2
5-FLUORO-2'-DEOXYURIDINE(0.0)---ANTIBIOTIC AD 32(20.0),2
5-FLUORO-2'-DEOXYURIDINE(0.0)---AZACYTIDINE(3.0),2
5-FLUORO-2'-DEOXYURIDINE(0.0)---BORTEZOMIB(0.3),2
5-FLUORO-2'-DEOXYURIDINE(0.0)---CYTARABINE HYDROCHLORIDE(1.0),2
5-FLUORO-2'-DEOXYURIDINE(0.0)---PLICAMYCIN(1.0),2
5-FLUORO-2'-DEOXYURIDINE(0.0007)---ANTIBIOTIC AD 32(20.0),2
5-FLUORO-2'-DEOXYURIDINE(0.0007)---AZACYTIDINE(3.0),2
5-FLUORO-2'-DEOXYURIDINE(0.0007)---BORTEZOMIB(0.3),2
5-FLUORO-2'-DEOXYURIDINE(0.0007)---CYTARABINE HYDROCHLORIDE(1.0),2
5-FLUORO-2'-DEOXYURIDINE(0.0007)---PLICAMYCIN(1.0),2
5-FLUORO-2'-DEOXYURIDINE(0.007)---ANTIBIOTIC AD 32(20.0),2
5-FLUORO-2'-DEOXYURIDINE(0.007)---AZACYTIDINE(3.0),2
5-FLUORO-2'-DEOXYURIDINE(0.007)---BORTEZOMIB(0.3),2
5-FLUORO-2'-DEOXYURIDINE(0.007)---CYTARABINE HYDROCHLORIDE(1.0),2
5-FLUORO-2'-DEOXYURIDINE(0.007)---PLICAMYCIN(1.0),2
5-FLUORO-2'-DEOXYURIDINE(0.007)---VINCRISTINE SULFATE(0.1),2
5-FLUORO-2'-DEOXYURIDINE(0.07)---ANTIBIOTIC AD 32(20.0),2
5-FLUORO-2'-DEOXYURIDINE(0.07)---AZACYTIDINE(0.0),2
5-FLUORO-2'-DEOXYURIDINE(0.07)---AZACYTIDINE(0.03),2
5-FLUORO-2'-DEOXYURIDINE(0.07)---AZACYTIDINE(0.3),2
5-FLUORO-2'-DEOXYURIDINE(0.07)---AZACYTIDINE(3.0),2
5-FLUORO-2'-DEOXYURIDINE(0.07)---BORTEZOMIB(0.3),2
5-FLUORO-2'-DEOXYURIDINE(0.07)---CYTARABINE HYDROCHLORIDE(0.0),2
5-FLUORO-2'-DEOXYURIDINE(0.07)---CYTARABINE HYDROCHLORIDE(0.01),2
5-FLUORO-2'-DEOXYURIDINE(0.07)---CYTARABINE HYDROCHLORIDE(0.1),2
5-FLUORO-2'-DEOXYURIDINE(0.07)---CYTARABINE HYDROCHLORIDE(1.0),2
5-FLUORO-2'-DEOXYURIDINE(0.07)---IMATINIB(0.0),2
5-FLUORO-2'-DEOXYURIDINE(0.07)---NSC-127716(0.003),2
5-FLUORO-2'-DEOXYURIDINE(0.07)---NSC-127716(0.3),2
5-FLUORO-2'-DEOXYURIDINE(0.07)---PLICAMYCIN(1.0),2
5-FLUORO-2'-DEOXYURIDINE(0.07)---VINCRISTINE SULFATE(0.1),2
5-FU(0.0)---CARBOPLATIN(50.0),2
5-FU(0.0)---DOCETAXEL(0.03),2
5-FU(0.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(1.0),2
5-FU(0.0)---MERCAPTOPURINE(2.0),2
5-FU(0.0)---NSC-127716(1.0),2
5-FU(0.0)---QUINACRINE HYDROCHLORIDE(3.0),2
5-FU(0.0)---ROMIDEPSIN(0.01),2
5-FU(0.0)---SN-38(0.03),2
5-FU(0.0)---SORAFENIB(10.0),2
5-FU(0.0)---VINCRISTINE SULFATE(0.03),2
5-FU(1.0)---ACTINOMYCIN D(0.01),2
5-FU(1.0)---CARBOPLATIN(50.0),2
5-FU(1.0)---DOCETAXEL(0.03),2
5-FU(1.0)---NSC-127716(1.0),2
5-FU(1.0)---QUINACRINE HYDROCHLORIDE(3.0),2
5-FU(1.0)---ROMIDEPSIN(0.01),2
5-FU(1.0)---SN-38(0.03),2
5-FU(1.0)---SORAFENIB(10.0),2
5-FU(1.0)---TOPOTECAN HYDROCHLORIDE(0.05),2
5-FU(1.0)---VINCRISTINE SULFATE(0.03),2
5-FU(10.0)---ACTINOMYCIN D(0.0),2
5-FU(10.0)---ACTINOMYCIN D(0.01),2
5-FU(10.0)---ANTIBIOTIC AY 22989(0.005),2
5-FU(10.0)---ANTIBIOTIC AY 22989(0.05),2
5-FU(10.0)---CARBOPLATIN(50.0),2
5-FU(10.0)---CYTARABINE HYDROCHLORIDE(0.5),2
5-FU(10.0)---DOCETAXEL(0.03),2
5-FU(10.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(0.0),2
5-FU(10.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(1.0),2
5-FU(10.0)---FLUDARABINE BASE(0.0),2
5-FU(10.0)---FLUDARABINE BASE(6.0),2
5-FU(10.0)---IMATINIB(0.0),2
5-FU(10.0)---MITOTANE(0.0),2
5-FU(10.0)---MITOTANE(20.0),2
5-FU(10.0)---NSC-127716(0.1),2
5-FU(10.0)---NSC-127716(1.0),2
5-FU(10.0)---QUINACRINE HYDROCHLORIDE(0.0),2
5-FU(10.0)---QUINACRINE HYDROCHLORIDE(3.0),2
5-FU(10.0)---ROMIDEPSIN(0.01),2
5-FU(10.0)---SN-38(0.03),2
5-FU(10.0)---TAMOXIFEN CITRATE(0.0),2
5-FU(10.0)---TOPOTECAN HYDROCHLORIDE(0.05),2
5-FU(10.0)---VINCRISTINE SULFATE(0.03),2
5-FU(100.0)---34793-34-5(0.0),2
5-FU(100.0)---34793-34-5(0.5),2
5-FU(100.0)---34793-34-5(5.0),2
5-FU(100.0)---34793-34-5(50.0),2
5-FU(100.0)---ACTINOMYCIN D(0.0),2
5-FU(100.0)---ACTINOMYCIN D(0.0001),2
5-FU(100.0)---ACTINOMYCIN D(0.001),2
5-FU(100.0)---ACTINOMYCIN D(0.01),2
5-FU(100.0)---AMINOLEVULINIC ACID HYDROCHLORIDE(0.0),2
5-FU(100.0)---AMINOLEVULINIC ACID HYDROCHLORIDE(1.0),2
5-FU(100.0)---AMINOLEVULINIC ACID HYDROCHLORIDE(10.0),2
5-FU(100.0)---AMINOLEVULINIC ACID HYDROCHLORIDE(100.0),2
5-FU(100.0)---ANTIBIOTIC AD 32(0.0),2
5-FU(100.0)---ANTIBIOTIC AD 32(0.001),2
5-FU(100.0)---ANTIBIOTIC AD 32(0.01),2
5-FU(100.0)---ANTIBIOTIC AD 32(0.1),2
5-FU(100.0)---ANTIBIOTIC AY 22989(0.0),2
5-FU(100.0)---ANTIBIOTIC AY 22989(0.0005),2
5-FU(100.0)---ANTIBIOTIC AY 22989(0.005),2
5-FU(100.0)---ANTIBIOTIC AY 22989(0.05),2
5-FU(100.0)---BORTEZOMIB(0.0),2
5-FU(100.0)---BORTEZOMIB(0.0005),2
5-FU(100.0)---BORTEZOMIB(0.005),2
5-FU(100.0)---BORTEZOMIB(5e-05),2
5-FU(100.0)---CARBOPLATIN(0.0),2
5-FU(100.0)---CARBOPLATIN(0.5),2
5-FU(100.0)---CARBOPLATIN(5.0),2
5-FU(100.0)---CARBOPLATIN(50.0),2
5-FU(100.0)---CELECOXIB(0.1),2
5-FU(100.0)---CISPLATINO(0.0),2
5-FU(100.0)---CISPLATINO(0.05),2
5-FU(100.0)---CISPLATINO(0.5),2
5-FU(100.0)---CISPLATINO(5.0),2
5-FU(100.0)---CRIZOTINIB(0.0),2
5-FU(100.0)---CRIZOTINIB(0.01),2
5-FU(100.0)---CRIZOTINIB(0.1),2
5-FU(100.0)---CRIZOTINIB(1.0),2
5-FU(100.0)---CYCLOPHOSPHAMIDE(0.0),2
5-FU(100.0)---CYCLOPHOSPHAMIDE(1.0),2
5-FU(100.0)---CYCLOPHOSPHAMIDE(10.0),2
5-FU(100.0)---CYCLOPHOSPHAMIDE(100.0),2
5-FU(100.0)---CYTARABINE HYDROCHLORIDE(0.0),2
5-FU(100.0)---CYTARABINE HYDROCHLORIDE(0.005),2
5-FU(100.0)---CYTARABINE HYDROCHLORIDE(0.05),2
5-FU(100.0)---CYTARABINE HYDROCHLORIDE(0.5),2
5-FU(100.0)---DASATINIB(0.0),2
5-FU(100.0)---DASATINIB(0.001),2
5-FU(100.0)---DASATINIB(0.01),2
5-FU(100.0)---DASATINIB(0.1),2
5-FU(100.0)---DOCETAXEL(0.0),2
5-FU(100.0)---DOCETAXEL(0.0003),2
5-FU(100.0)---DOCETAXEL(0.003),2
5-FU(100.0)---DOCETAXEL(0.03),2
5-FU(100.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(0.0),2
5-FU(100.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(0.01),2
5-FU(100.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(0.1),2
5-FU(100.0)---ELOXATIN (TN) (SANOFI SYNTHELAB)(1.0),2
5-FU(100.0)---FLUDARABINE BASE(0.0),2
5-FU(100.0)---FLUDARABINE BASE(0.06),2
5-FU(100.0)---FLUDARABINE BASE(0.6),2
5-FU(100.0)---FLUDARABINE BASE(6.0),2
5-FU(100.0)---IFOSFAMIDE(0.0),2
5-FU(100.0)---IFOSFAMIDE(1.0),2
5-FU(100.0)---IMATINIB(0.0),2
5-FU(100.0)---IMATINIB(0.05),2
5-FU(100.0)---IMATINIB(0.5),2
5-FU(100.0)---IMATINIB(5.0),2
5-FU(100.0)---IMIQUIMOD(0.0),2
5-FU(100.0)---IMIQUIMOD(0.007),2
5-FU(100.0)---IMIQUIMOD(0.07),2
5-FU(100.0)---IMIQUIMOD(0.7),2
5-FU(100.0)---LAPATINIB(0.0),2
5-FU(100.0)---LAPATINIB(0.02),2
5-FU(100.0)---LAPATINIB(0.2),2
5-FU(100.0)---LAPATINIB(2.0),2
5-FU(100.0)---MELPHALAN HYDROCHLORIDE(0.0),2
5-FU(100.0)---MELPHALAN HYDROCHLORIDE(0.1),2
5-FU(100.0)---MELPHALAN HYDROCHLORIDE(1.0),2
5-FU(100.0)---MELPHALAN HYDROCHLORIDE(10.0),2
5-FU(100.0)---MERCAPTOPURINE(0.0),2
5-FU(100.0)---MERCAPTOPURINE(0.02),2
5-FU(100.0)---MERCAPTOPURINE(0.2),2
5-FU(100.0)---MERCAPTOPURINE(2.0),2
5-FU(100.0)---METHOTREXATE(0.3),2
5-FU(100.0)---METHOXSALEN(0.0),2
5-FU(100.0)---METHOXSALEN(0.06),2
5-FU(100.0)---METHOXSALEN(0.6),2
5-FU(100.0)---METHOXSALEN(6.0),2
5-FU(100.0)---MITOTANE(0.0),2
5-FU(100.0)---MITOTANE(0.2),2
5-FU(100.0)---MITOTANE(2.0),2
5-FU(100.0)---MITOTANE(20.0),2
5-FU(100.0)---NSC-127716(0.0),2
5-FU(100.0)---NSC-127716(0.01),2
5-FU(100.0)---NSC-127716(0.1),2
5-FU(100.0)---NSC-127716(1.0),2
5-FU(100.0)---QUINACRINE HYDROCHLORIDE(0.0),2
5-FU(100.0)---QUINACRINE HYDROCHLORIDE(0.03),2
5-FU(100.0)---QUINACRINE HYDROCHLORIDE(0.3),2
5-FU(100.0)---QUINACRINE HYDROCHLORIDE(3.0),2
5-FU(100.0)---ROMIDEPSIN(0.0),2
5-FU(100.0)---ROMIDEPSIN(0.0001),2
5-FU(100.0)---ROMIDEPSIN(0.001),2
5-FU(100.0)---ROMIDEPSIN(0.01),2
5-FU(100.0)---SN-38(0.0),2
5-FU(100.0)---SN-38(0.0003),2
5-FU(100.0)---SN-38(0.003),2
5-FU(100.0)---SN-38(0.03),2
5-FU(100.0)---SORAFENIB(0.0),2
5-FU(100.0)---SORAFENIB(0.1),2
5-FU(100.0)---SORAFENIB(1.0),2
5-FU(100.0)---SORAFENIB(10.0),2
5-FU(100.0)---SUNITINIB(0.0),2
5-FU(100.0)---SUNITINIB(0.007),2
5-FU(100.0)---SUNITINIB(0.07),2
5-FU(100.0)---SUNITINIB(0.7),2
5-FU(100.0)---TAMOXIFEN CITRATE(0.0),2
5-FU(100.0)---TAMOXIFEN CITRATE(0.03),2
5-FU(100.0)---TAMOXIFEN CITRATE(0.3),2
5-FU(100.0)---TAMOXIFEN CITRATE(3.0),2
5-FU(100.0)---TOPOTECAN HYDROCHLORIDE(0.0),2
5-FU(100.0)---TOPOTECAN HYDROCHLORIDE(0.0005),2
5-FU(100.0)---TOPOTECAN HYDROCHLORIDE(0.005),2
5-FU(100.0)---TOPOTECAN HYDROCHLORIDE(0.05),2
5-FU(100.0)---TRETINOIN(0.0),2
5-FU(100.0)---TRETINOIN(0.02),2
5-FU(100.0)---TRETINOIN(0.2),2
5-FU(100.0)---TRETINOIN(2.0),2
5-FU(100.0)---VINCRISTINE SULFATE(0.0003),2
5-FU(100.0)---VINCRISTINE SULFATE(0.03),2
ABIRATERONE(0.0)---DOCETAXEL(0.03),2
ABIRATERONE(0.0)---MERCAPTOPURINE(2.0),2
ABIRATERONE(0.0)---METHOTREXATE(0.3),2
ABIRATERONE(0.0)---MITOXANTRONE(0.5),2
ABIRATERONE(0.0)---NSC141540(0.5),2
ABIRATERONE(0.0)---NSC141540(5.0),2
ABIRATERONE(0.0)---PACLITAXEL(0.06),2
ABIRATERONE(0.0)---ROMIDEPSIN(0.01),2
ABIRATERONE(0.0)---SN-38(0.03),2
ABIRATERONE(0.0)---SORAFENIB(10.0),2
ABIRATERONE(0.0)---TOPOTECAN HYDROCHLORIDE(0.05),2
ABIRATERONE(0.0)---VINCRISTINE SULFATE(0.03),2
ABIRATERONE(0.05)---ACTINOMYCIN D(0.01),2
ABIRATERONE(0.05)---DOCETAXEL(0.03),2
ABIRATERONE(0.05)---GEFITINIB(10.0),2
ABIRATERONE(0.05)---MITOXANTRONE(0.05),2
ABIRATERONE(0.05)---MITOXANTRONE(0.5),2
ABIRATERONE(0.05)---NSC141540(0.5),2
ABIRATERONE(0.05)---NSC141540(5.0),2
ABIRATERONE(0.05)---PACLITAXEL(0.006),2
ABIRATERONE(0.05)---PACLITAXEL(0.06),2
ABIRATERONE(0.05)---PLICAMYCIN(0.1),2
ABIRATERONE(0.05)---ROMIDEPSIN(0.01),2
ABIRATERONE(0.05)---SN-38(0.03),2
ABIRATERONE(0.05)---SORAFENIB(10.0),2
ABIRATERONE(0.05)---TOPOTECAN HYDROCHLORIDE(0.05),2
ABIRATERONE(0.05)---VINCRISTINE SULFATE(0.03),2
ABIRATERONE(0.5)---ACTINOMYCIN D(0.01),2
ABIRATERONE(0.5)---DOCETAXEL(0.003),2
ABIRATERONE(0.5)---DOCETAXEL(0.03),2
ABIRATERONE(0.5)---GEFITINIB(10.0),2
ABIRATERONE(0.5)---MITOXANTRONE(0.05),2
ABIRATERONE(0.5)---MITOXANTRONE(0.5),2
ABIRATERONE(0.5)---NSC141540(0.5),2
ABIRATERONE(0.5)---NSC141540(5.0),2
ABIRATERONE(0.5)---PACLITAXEL(0.006),2
ABIRATERONE(0.5)---PACLITAXEL(0.06),2
ABIRATERONE(0.5)---PLICAMYCIN(0.1),2
ABIRATERONE(0.5)---ROMIDEPSIN(0.01),2
ABIRATERONE(0.5)---SN-38(0.003),2
ABIRATERONE(0.5)---SN-38(0.03),2
ABIRATERONE(0.5)---SORAFENIB(10.0),2
ABIRATERONE(0.5)---TOPOTECAN HYDROCHLORIDE(0.05),2
ABIRATERONE(0.5)---VINCRISTINE SULFATE(0.03),2
ABIRATERONE(5.0)---ACTINOMYCIN D(0.01),2
ABIRATERONE(5.0)---ANTIBIOTIC AD 32(0.1),2
ABIRATERONE(5.0)---ANTIBIOTIC AY 22989(0.005),2
ABIRATERONE(5.0)---ANTIBIOTIC AY 22989(0.05),2
ABIRATERONE(5.0)---CRIZOTINIB(1.0),2
ABIRATERONE(5.0)---DOCETAXEL(0.003),2
ABIRATERONE(5.0)---DOCETAXEL(0.03),2
ABIRATERONE(5.0)---GEFITINIB(10.0),2
ABIRATERONE(5.0)---METHOTREXATE(0.3),2
ABIRATERONE(5.0)---MITOXANTRONE(0.05),2
ABIRATERONE(5.0)---MITOXANTRONE(0.5),2
ABIRATERONE(5.0)---NSC141540(0.5),2
ABIRATERONE(5.0)---NSC141540(5.0),2
ABIRATERONE(5.0)---PACLITAXEL(0.006),2
ABIRATERONE(5.0)---PACLITAXEL(0.06),2
ABIRATERONE(5.0)---PLICAMYCIN(0.1),2
ABIRATERONE(5.0)---QUINACRINE HYDROCHLORIDE(3.0),2
ABIRATERONE(5.0)---ROMIDEPSIN(0.01),2
ABIRATERONE(5.0)---RUXOLITINIB(10.0),2
ABIRATERONE(5.0)---SN-38(0.003),2
ABIRATERONE(5.0)---SN-38(0.03),2
ABIRATERONE(5.0)---SORAFENIB(10.0),2
ABIRATERONE(5.0)---TOPOTECAN HYDROCHLORIDE(0.05),2
ABIRATERONE(5.0)---VINCRISTINE SULFATE(0.003),2
ABIRATERONE(5.0)---VINCRISTINE SULFATE(0.03),2
ACTINOMYCIN D(0.0)---ANTIBIOTIC AD 32(20.0),2
ACTINOMYCIN D(0.0)---ARSENIC TRIOXIDE(6.0),2
ACTINOMYCIN D(0.0)---AZACYTIDINE(3.0),2
ACTINOMYCIN D(0.0)---CHEMBL17639(1.0),2
ACTINOMYCIN D(0.0)---IXABEPILONE(0.3),2
ACTINOMYCIN D(0.0)---MITOMYCINE(0.5),2
ACTINOMYCIN D(0.0)---PLICAMYCIN(1.0),2
ACTINOMYCIN D(0.0)---ROMIDEPSIN(0.01),2
ACTINOMYCIN D(0.001)---ANTIBIOTIC AD 32(20.0),2
ACTINOMYCIN D(0.001)---ARSENIC TRIOXIDE(6.0),2
ACTINOMYCIN D(0.001)---AZACYTIDINE(3.0),2
ACTINOMYCIN D(0.001)---CHEMBL17639(1.0),2
ACTINOMYCIN D(0.001)---IXABEPILONE(0.3),2
ACTINOMYCIN D(0.001)---MITOMYCINE(0.5),2
ACTINOMYCIN D(0.001)---PLICAMYCIN(1.0),2
ACTINOMYCIN D(0.01)---ANTIBIOTIC AD 32(20.0),2
ACTINOMYCIN D(0.01)---ARSENIC TRIOXIDE(6.0),2
ACTINOMYCIN D(0.01)---AZACYTIDINE(3.0),2
ACTINOMYCIN D(0.01)---CHEMBL17639(1.0),2
ACTINOMYCIN D(0.01)---EMCYT (PHARMACIA)(100.0),2
ACTINOMYCIN D(0.01)---FULVESTRANT(4.0),2
ACTINOMYCIN D(0.01)---IXABEPILONE(0.3),2
ACTINOMYCIN D(0.01)---MITOMYCINE(0.5),2
ACTINOMYCIN D(0.01)---PLICAMYCIN(1.0),2
ACTINOMYCIN D(0.1)---ADM HYDROCHLORIDE(0.5),2
ACTINOMYCIN D(0.1)---AMINOLEVULINIC ACID HYDROCHLORIDE(1.0),2
ACTINOMYCIN D(0.1)---AMINOLEVULINIC ACID HYDROCHLORIDE(10.0),2
ACTINOMYCIN D(0.1)---ANTIBIOTIC AD 32(2.0),2
ACTINOMYCIN D(0.1)---ANTIBIOTIC AD 32(20.0),2
ACTINOMYCIN D(0.1)---ANTIBIOTIC AY 22989(0.1),2
ACTINOMYCIN D(0.1)---ARSENIC TRIOXIDE(0.0),2
ACTINOMYCIN D(0.1)---ARSENIC TRIOXIDE(0.06),2
ACTINOMYCIN D(0.1)---ARSENIC TRIOXIDE(0.6),2
ACTINOMYCIN D(0.1)---ARSENIC TRIOXIDE(6.0),2
ACTINOMYCIN D(0.1)---AZACYTIDINE(0.3),2
ACTINOMYCIN D(0.1)---AZACYTIDINE(3.0),2
ACTINOMYCIN D(0.1)---CHEMBL17639(1.0),2
ACTINOMYCIN D(0.1)---EMCYT (PHARMACIA)(10.0),2
ACTINOMYCIN D(0.1)---EMCYT (PHARMACIA)(100.0),2
ACTINOMYCIN D(0.1)---FULVESTRANT(0.04),2
ACTINOMYCIN D(0.1)---FULVESTRANT(0.4),2
ACTINOMYCIN D(0.1)---FULVESTRANT(4.0),2
ACTINOMYCIN D(0.1)---IXABEPILONE(0.3),2
ACTINOMYCIN D(0.1)---LAPATINIB(3.0),2
ACTINOMYCIN D(0.1)---MITOMYCINE(0.5),2
ACTINOMYCIN D(0.1)---PLICAMYCIN(1.0),2
ACTINOMYCIN D(0.1)---ROMIDEPSIN(0.01),2
ACTINOMYCIN D(0.1)---TAMOXIFEN CITRATE(7.0),2
ACTINOMYCIN D(0.1)---TRETINOIN(4.0),2
ACTINOMYCIN D(0.1)---TRIETHYLENEMELAMINE(5.0),2
ADM HYDROCHLORIDE(0.0)---5-FU(100.0),2
ADM HYDROCHLORIDE(0.0)---ANTIBIOTIC AD 32(20.0),2
ADM HYDROCHLORIDE(0.0)---BORTEZOMIB(0.3),2
ADM HYDROCHLORIDE(0.0)---IXABEPILONE(0.3),2
ADM HYDROCHLORIDE(0.0)---METHOTREXATE(0.1),2
ADM HYDROCHLORIDE(0.0)---URACIL MUSTARD(30.0),2
ADM HYDROCHLORIDE(0.005)---5-FU(100.0),2
ADM HYDROCHLORIDE(0.005)---ANTIBIOTIC AD 32(20.0),2
ADM HYDROCHLORIDE(0.005)---BORTEZOMIB(0.3),2
ADM HYDROCHLORIDE(0.005)---IXABEPILONE(0.3),2
ADM HYDROCHLORIDE(0.005)---METHOTREXATE(0.1),2
ADM HYDROCHLORIDE(0.005)---MITOMYCINE(0.5),2
ADM HYDROCHLORIDE(0.005)---URACIL MUSTARD(30.0),2
ADM HYDROCHLORIDE(0.05)---5-FU(100.0),2
ADM HYDROCHLORIDE(0.05)---ANTIBIOTIC AD 32(20.0),2
ADM HYDROCHLORIDE(0.05)---BORTEZOMIB(0.3),2
ADM HYDROCHLORIDE(0.05)---IXABEPILONE(0.3),2
ADM HYDROCHLORIDE(0.05)---METHOTREXATE(0.1),2
ADM HYDROCHLORIDE(0.05)---MITOMYCINE(0.5),2
ADM HYDROCHLORIDE(0.05)---URACIL MUSTARD(30.0),2
ADM HYDROCHLORIDE(0.5)---5-FU(100.0),2
ADM HYDROCHLORIDE(0.5)---ANTIBIOTIC AD 32(0.0),2
ADM HYDROCHLORIDE(0.5)---ANTIBIOTIC AD 32(0.2),2
ADM HYDROCHLORIDE(0.5)---ANTIBIOTIC AD 32(2.0),2
ADM HYDROCHLORIDE(0.5)---ANTIBIOTIC AD 32(20.0),2
ADM HYDROCHLORIDE(0.5)---BORTEZOMIB(0.3),2
ADM HYDROCHLORIDE(0.5)---CARMUSTINE(0.0),2
ADM HYDROCHLORIDE(0.5)---CARMUSTINE(0.2),2
ADM HYDROCHLORIDE(0.5)---CARMUSTINE(2.0),2
